wave,flux,sigma
3300.0000000000005,0.11988952631221478,0.008256832037853941
3311.0318870238752,0.12764356910740643,0.008165132974665852
3322.1006535769357,0.13843118717381303,0.007937609954960076
3333.2064229988164,0.1243235311667164,0.007752943584825789
3344.349318964206,0.136337746711486,0.0074518672102262175
3355.52946558699,0.15236631004874174,0.007332063929011067
3366.7469873959726,0.1479883473988804,0.007121991385724538
3378.0020093362546,0.16231925762447624,0.007020343579295886
3389.2946567706267,0.17129869995903751,0.0070546340889989555
3400.6250554809667,0.16079197865690154,0.006925785288661861
3411.9933316696415,0.18854465487271554,0.006807212884559953
3423.3996119609133,0.15960730485836072,0.0068946438102522436
3434.844023402349,0.19604064888673545,0.0067620704347899525
3446.3266934662315,0.2203328174630772,0.006584232380380582
3457.847750050986,0.2147461626653805,0.006617150816119926
3469.4073214825994,0.23430168582078711,0.006666102474997292
3481.0055365160556,0.23463037454586327,0.006501653583282046
3492.6425243367635,0.22370373296926496,0.006221372461336367
3504.318414561997,0.2237350505726687,0.006065660977896678
3516.033337242342,0.21335659861858627,0.006034986341020003
3527.7874228631417,0.2227357161900117,0.005921898384900183
3539.5808023459526,0.21247322433692792,0.005922596919531557
3551.4136070500026,0.20597682577200702,0.005926299204344927
3563.28596877365,0.1933734411979282,0.005968590491052987
3575.198019755855,0.1705846515151958,0.005907940485533972
3587.149892677652,0.15215784578669683,0.005653669319256292
3599.1417206636297,0.1189579405254232,0.005451709744045169
3611.173637283412,0.10317019659024075,0.005281623148887763
3623.2457765531435,0.09368807929072784,0.005033529353876883
3635.3582729369846,0.07496004331087441,0.004808753680553419
3647.511261348607,0.0684570489222875,0.00461251269753796
3659.7048771527016,0.06947244574482558,0.004523581295090082
3671.9392561664827,0.0701922728187526,0.004573222100356921
3684.2145346612006,0.07472976855603496,0.00457241787332807
3696.5308493636576,0.06569315567257106,0.004586080678403074
3708.8883374577335,0.08979546832407104,0.004549812648997514
3721.2871365859164,0.0993075600275137,0.004436619995436877
3733.7273848508326,0.12084537182330803,0.004150485822802273
3746.2092208167815,0.13355018205341962,0.004117043041066002
3758.7327835112833,0.15213792775202917,0.004276895820352458
3771.298212426627,0.17300172237060735,0.0043667813685827625
3783.9056475214256,0.19078608402442204,0.0044015995680175965
3796.555229222173,0.21244846340638884,0.0045753718401094785
3809.247098424805,0.24452617540205718,0.004760837125446545
3821.981396496276,0.2679050015714133,0.004583718055764867
3834.758265276125,0.29343129619386965,0.0044940399772996345
3847.577847078064,0.31517335055366213,0.004526029881338482
3860.4402846915605,0.30454124099462765,0.004533483723876414
3873.3457213834213,0.31077154437620447,0.004593379274202286
3886.294300899397,0.30816725867214434,0.004717364042489764
3899.2861674657775,0.3106082461818433,0.004954954854769651
3912.3214657910025,0.2909997138739382,0.0050477451524804685
3925.4003410672735,0.30453598045381325,0.004923706615297448
3938.5229389721653,0.3132567947787492,0.004726212818666104
3951.689405670252,0.31595041328250517,0.004558747436143064
3964.8998878147377,0.309009188128482,0.004442894079612518
3978.154532549086,0.3186205149327388,0.004498573122989515
3991.453487508664,0.3283972726393552,0.004501525924544858
4004.796900822377,0.32947843229666873,0.004629841130971584
4018.18492111433,0.3298683446917723,0.004739538975350805
4031.617697505474,0.343753626997713,0.0046477237455905185
4045.0953796152735,0.33769771105674906,0.00448219343163107
4058.618117563371,0.3375977656053254,0.004421669780526677
4072.1860619712556,0.3361706392871936,0.004359153107787615
4085.799363963945,0.3241567807573426,0.004187183161538704
4099.458175171663,0.3157757165526859,0.004093505294216354
4113.162647731542,0.31197777258020376,0.004038965135965168
4126.912934289301,0.3164397401466342,0.004021598036160989
4140.709188000954,0.30182460435027725,0.003982767214534317
4154.551562534517,0.29215932942167155,0.003918947221870838
4168.440212071713,0.2710796502337189,0.0038561267393830236
4182.3752913097,0.24685603497183956,0.003695970968912836
4196.356955462785,0.2116447127538403,0.003523926084660484
4210.385360264156,0.1864061212622346,0.003444431866968417
4224.460661967617,0.16529475625101803,0.0034353972819435225
4238.583017349324,0.15813940492008774,0.0033702366757536258
4252.752583709542,0.1403386300716734,0.003330100016774148
4266.969518874386,0.1388494903624764,0.0032686319665489023
4281.233981197582,0.15220485531074343,0.0032299177225333323
4295.5461295622345,0.16102811396417782,0.0032698446818047924
4309.906123382591,0.1743904390768745,0.0033584977532844142
4324.314122605823,0.19084108528690485,0.0034415579205257243
4338.770287713807,0.20882879609252578,0.003417128511717915
4353.274779724901,0.22675828056508296,0.0034034375327226347
4367.827760195754,0.23805494431767532,0.0034498176395209032
4382.429391223097,0.2325233246648087,0.003481780080449823
4397.079835445547,0.23338621242435986,0.003441395855854221
4411.779256045427,0.24303087062224438,0.0034293944509328957
4426.527816750571,0.2584713218965182,0.0034418366961903334
4441.32568183616,0.2767218757438113,0.0034541633696918332
4456.17301612654,0.295765650283093,0.0035067856726045425
4471.06998499707,0.30143091953978957,0.0034876354526296874
4486.01675437596,0.29988644161270395,0.0034525914461379205
4501.013490746111,0.2838303116969725,0.003433058204146664
4516.060361146975,0.28374840101130117,0.0033936450462103956
4531.157533176423,0.28672142408293144,0.003351127176331927
4546.3051749926035,0.2679174908348533,0.003260312694402007
4561.503455315809,0.24884851148637438,0.00320734586311875
4576.752543430374,0.22749144891017653,0.0031186370274755917
4592.052609186547,0.21027045884669499,0.003070903264309655
4607.403823002376,0.1996567278297199,0.0030535346331350684
4622.8063558656295,0.19599125363234496,0.002985271365374917
4638.260379335682,0.17987173188169975,0.0029151026866496353
4653.766065545426,0.16465307637018162,0.002897918735587018
4669.323587203196,0.14996586806534407,0.0028804646125768574
4684.933117594696,0.1541215137785519,0.0028163886040883175
4700.594830584916,0.14722820996153516,0.0027775133580747735
4716.308900620076,0.16080869173791984,0.0027634478646832977
4732.075502729573,0.1552502315733053,0.0027303297977810514
4747.894812527928,0.1533076494417554,0.002717164215676547
4763.767006216733,0.15365019424711035,0.002757763491196721
4779.692260586626,0.14929063170819995,0.002778517654741477
4795.67075301926,0.1409389624265451,0.0027571320425376863
4811.702661489265,0.12531589040957375,0.0027578309265938886
4827.7881645662455,0.1267311456749725,0.0027956983609396047
4843.927441416762,0.12868230622410332,0.0028634763049687852
4860.120671806329,0.12587439177900972,0.0029430482253068753
4876.368036101411,0.12028357739056826,0.0030439079108699873
4892.669715271444,0.12687613272488302,0.003239835302511266
4909.025890890844,0.13819121547622076,0.0035086624132385923
4925.436745141022,0.13551368869050615,0.0037832466660873924
4941.902460812428,0.13815997485974957,0.003925404299210075
4958.423221306581,0.15241125047546672,0.003944132053149952
4974.999210638101,0.15311627688166538,0.0035905654228955805
4991.630613436779,0.16220255368224704,0.0032990436525271285
5008.317614949616,0.1816991391987816,0.003254637332913429
5025.060401042893,0.19527336820692065,0.004486558039330646
5041.8591582042445,0.19996826280724167,0.005126827589319234
5058.71407354473,0.2151550768699958,0.004474692127455961
