wave,flux,sigma
3300.0000000000005,0.0074237725129783555,0.012345355595223973
3311.0318870238752,0.008054796916532617,0.011996923898132405
3322.1006535769357,0.011420726762765503,0.011876682394615113
3333.2064229988164,0.042932707573176576,0.011725813066341904
3344.349318964206,0.011360255307099137,0.011450784765777917
3355.52946558699,0.015387771361864299,0.011307051934710583
3366.7469873959726,0.027679075903560987,0.011201095761147209
3378.0020093362546,0.029644137862882745,0.010662880214835205
3389.2946567706267,0.006580227219207669,0.010629302197590262
3400.6250554809667,0.028275180999227836,0.010477094740582662
3411.9933316696415,0.02536426690657943,0.010369791490354345
3423.3996119609133,0.02970840118385027,0.010469800023487245
3434.844023402349,0.03601569885588553,0.010186864958018281
3446.3266934662315,0.020713184459798265,0.00958737390091286
3457.847750050986,0.02111440720625613,0.009295255985808208
3469.4073214825994,0.020603450790520245,0.00947591014901708
3481.0055365160556,0.014397729218886395,0.009408228732415029
3492.6425243367635,0.010110079289446496,0.009104051888594703
3504.318414561997,0.012722073768633027,0.008810482882860623
3516.033337242342,0.024309147949459303,0.008459147960695818
3527.7874228631417,0.02045224030357656,0.008313518455537221
3539.5808023459526,0.032329848359286865,0.008269507438357764
3551.4136070500026,0.035768438206852216,0.00830358221439882
3563.28596877365,0.03822825096327363,0.008457756475789044
3575.198019755855,0.041777536070487356,0.008454943199898176
3587.149892677652,0.030034783189542634,0.008192290814506375
3599.1417206636297,0.03177184768370805,0.007929942364537595
3611.173637283412,0.025942972771148837,0.007681628008811252
3623.2457765531435,0.026726541101536633,0.007536655826249427
3635.3582729369846,0.0315942336643639,0.007443802450886441
3647.511261348607,0.04329848504167738,0.0073417563052883
3659.7048771527016,0.042647079663351836,0.007082849543330644
3671.9392561664827,0.04005159432135576,0.006967925420904618
3684.2145346612006,0.05035631321111046,0.006875537785834582
3696.5308493636576,0.05129762777431295,0.00679387225877766
3708.8883374577335,0.0365414271318648,0.00688454463427892
3721.2871365859164,0.028833295255163725,0.006846061644837843
3733.7273848508326,0.03557789706158648,0.006723123130240629
3746.2092208167815,0.04030719707295412,0.006461415138855273
3758.7327835112833,0.018112849050598727,0.006279997804627152
3771.298212426627,0.02002522404233365,0.006147265788312733
3783.9056475214256,0.015851841672583935,0.006061671497765484
3796.555229222173,0.024521039909208623,0.006109051927077824
3809.247098424805,0.018658536276690754,0.006136778783864193
3821.981396496276,0.01691361863180211,0.0061859090288091485
3834.758265276125,0.026154713697777283,0.006506199912396832
3847.577847078064,0.033668926791741126,0.00646159602116894
3860.4402846915605,0.045120430823703706,0.006102805983341305
3873.3457213834213,0.05909771230772706,0.00592111505861651
3886.294300899397,0.05551768897247279,0.005742285314636031
3899.2861674657775,0.046846466847847476,0.005705105442626399
3912.3214657910025,0.04458255900317164,0.00576500450331503
3925.4003410672735,0.06416723076147268,0.0060039802545726415
3938.5229389721653,0.07195726404468511,0.006324332854803761
3951.689405670252,0.08367637105096051,0.006254500592999836
3964.8998878147377,0.07175149762708533,0.0059596303077133796
