wave,flux,sigma
3300.0000000000005,-0.0014117997656365063,0.005559364465998751
3311.0318870238752,0.0011976286660374342,0.005493131600807788
3322.1006535769357,-0.0144388266867898,0.005254492408560354
3333.2064229988164,-0.010330943305701428,0.005110826671416023
3344.349318964206,-0.008163628950273422,0.00487697340451107
3355.52946558699,-0.005992958306451685,0.00465181874565019
3366.7469873959726,-0.003250981930450653,0.00455972655058966
3378.0020093362546,-0.00018040774602250652,0.004401101836682665
3389.2946567706267,0.009276400626345455,0.004405874747918863
3400.6250554809667,0.010846269176204569,0.004281020160770935
3411.9933316696415,-0.0012533744242827665,0.004146807350729381
3423.3996119609133,-0.002078739755551203,0.004103273591445126
3434.844023402349,-0.00427271400768712,0.004035614493357027
3446.3266934662315,-0.012148384336391559,0.0038786646823307878
3457.847750050986,-0.003959153588405383,0.0038665920880671467
3469.4073214825994,-0.002812574693558447,0.003961608959694884
3481.0055365160556,0.006134103419780772,0.0037927636937902117
3492.6425243367635,0.005883132785632173,0.0035053544906894457
3504.318414561997,0.00851968408143524,0.003468214463090814
3516.033337242342,0.006417374983541509,0.003415268014858497
3527.7874228631417,0.008469316633241934,0.00349594654263464
3539.5808023459526,0.009583643024464086,0.003468323855824303
3551.4136070500026,0.01130603821207737,0.0035174656716163923
3563.28596877365,0.013681158943630568,0.003518099536671936
3575.198019755855,0.014742855982870635,0.0034941157002441985
3587.149892677652,0.015956422655184606,0.003468539060098132
3599.1417206636297,0.01614742513674494,0.003431722169941748
3611.173637283412,0.02556507870667234,0.0033585745809251093
3623.2457765531435,0.02316867862483103,0.003325147875526181
3635.3582729369846,0.027278322799258486,0.003153477331679443
3647.511261348607,0.031752435699120285,0.0029809996201037607
3659.7048771527016,0.03152339482756144,0.002895276068355965
3671.9392561664827,0.03561564525691867,0.0028528305731249206
3684.2145346612006,0.02943249933741107,0.0029479174476478806
3696.5308493636576,0.028037016764907937,0.002929699586243986
3708.8883374577335,0.030009651753175732,0.0029490738796140734
3721.2871365859164,0.03157339844102727,0.002812288157492999
3733.7273848508326,0.028192234724828322,0.0026099710278547662
3746.2092208167815,0.02689026187842622,0.002439673396264597
3758.7327835112833,0.021198304210275618,0.0024359036665601054
3771.298212426627,0.020533916266720124,0.0024821665023980807
3783.9056475214256,0.022107204860256687,0.0023796866641344083
3796.555229222173,0.02459369239684002,0.002406846842152436
3809.247098424805,0.021734587933244332,0.002471703282636803
3821.981396496276,0.02767421573331276,0.002467410100711578
3834.758265276125,0.035319176313699324,0.0023236802772940534
3847.577847078064,0.04200904265415985,0.00231144976347093
3860.4402846915605,0.05231480007540185,0.0023519200837075625
3873.3457213834213,0.0541158292287444,0.0023671089141502274
3886.294300899397,0.0615439046460171,0.002426647606817366
3899.2861674657775,0.06845715212295124,0.002643218237426126
3912.3214657910025,0.06554669140140104,0.002714788393812885
3925.4003410672735,0.06760780569797467,0.0026854354995487755
3938.5229389721653,0.0645766119649087,0.0026409389067506045
3951.689405670252,0.059111973166874984,0.0025709810205352857
3964.8998878147377,0.05483304822885543,0.0025479849385101733
3978.154532549086,0.05819555794957715,0.0025378445312513247
3991.453487508664,0.05221925471054901,0.0024525287842172864
4004.796900822377,0.04884796005784746,0.00238763115812145
4018.18492111433,0.04562895617173093,0.002370614473980667
4031.617697505474,0.0482001519756651,0.0023576539114408966
4045.0953796152735,0.04412151218096697,0.002317897135332871
4058.618117563371,0.04146751913116967,0.0023597231171055746
4072.1860619712556,0.03738397378779991,0.0023292684306686164
4085.799363963945,0.04025483230848899,0.002219851433508923
4099.458175171663,0.03931116513862059,0.0021278111743998906
4113.162647731542,0.03879484955442119,0.002090336378283118
4126.912934289301,0.040252977116391586,0.0020691877087392206
4140.709188000954,0.043347527606385355,0.0020458729008931177
4154.551562534517,0.045364600254644574,0.002053631780836718
4168.440212071713,0.04733308340458797,0.0020148921931822574
4182.3752913097,0.043670328655721534,0.0019699620600851066
4196.356955462785,0.04593327936562354,0.001880741828046215
4210.385360264156,0.04445298532603062,0.0018675943973195136
4224.460661967617,0.04622553162798801,0.0019073247838312345
4238.583017349324,0.04459515082337681,0.0019069141252242982
4252.752583709542,0.046606154611779915,0.001912675520661213
4266.969518874386,0.05520744328259078,0.0019270642385399506
4281.233981197582,0.051655883802003116,0.0018785142723276827
4295.5461295622345,0.04876914309973581,0.0018426851504850736
4309.906123382591,0.0471208459433249,0.0018754307165309387
4324.314122605823,0.0434673517499307,0.0018820472207816544
4338.770287713807,0.03636999327260417,0.0018294651564036857
4353.274779724901,0.03299837899350173,0.0017640707643239043
4367.827760195754,0.032983052827928905,0.0017621675937308963
4382.429391223097,0.02491866411620067,0.001770488308873328
4397.079835445547,0.025306524584567468,0.0017491325321726053
4411.779256045427,0.028305886480089484,0.0017454729725142834
4426.527816750571,0.029491918751545148,0.0017275725042432244
4441.32568183616,0.027729999887281743,0.001693233770094583
4456.17301612654,0.02866883030372706,0.0017077220416519677
4471.06998499707,0.03701761083689185,0.0017098979404491634
4486.01675437596,0.04038944590036077,0.0017101482491623959
4501.013490746111,0.04885398655904677,0.0017308531947460941
4516.060361146975,0.06102249789010178,0.0017505995278886111
4531.157533176423,0.0618779946750207,0.0017506091585051387
4546.3051749926035,0.07013583424003454,0.0017358207899015828
4561.503455315809,0.08161767778000878,0.001761544396720442
4576.752543430374,0.08897704952456677,0.0017707601402466018
4592.052609186547,0.09620828727073119,0.0017710473311451599
4607.403823002376,0.09405010576198625,0.0017706487157824937
4622.8063558656295,0.08345100845486178,0.0017296722392265886
