wave,flux,sigma
3300.0000000000005,0.048329174063318464,0.005071885782694609
3311.0318870238752,0.04975310702786058,0.004879471927317691
3322.1006535769357,0.04983066188389362,0.004713894142580356
3333.2064229988164,0.044775943963482945,0.004503508231815841
3344.349318964206,0.04078974539810511,0.004269925673335858
3355.52946558699,0.043368338566667726,0.004188996217271363
3366.7469873959726,0.05139346858127501,0.004116394856254985
3378.0020093362546,0.04890793353381909,0.003998985973775846
3389.2946567706267,0.05865675116954599,0.0039854259707167005
3400.6250554809667,0.06468789650863069,0.0039059532460656568
3411.9933316696415,0.05984992833630881,0.0037748149189757783
3423.3996119609133,0.051068368282435266,0.003753464137940835
3434.844023402349,0.05974979676675192,0.0037117313805031422
3446.3266934662315,0.06847801153802835,0.0035468195381638617
3457.847750050986,0.06021536576355499,0.0034778780673647095
3469.4073214825994,0.06334086114261726,0.0034996245582391795
3481.0055365160556,0.06446852668425558,0.003491660899003969
3492.6425243367635,0.0659299444810997,0.0034309538151823527
3504.318414561997,0.07340577107591152,0.0033408558427628124
3516.033337242342,0.0803654301312879,0.003295172312713256
3527.7874228631417,0.08385067188986162,0.003312414419007126
3539.5808023459526,0.08949060961754539,0.0033059676242316646
3551.4136070500026,0.08722461193586162,0.0032837526908109497
3563.28596877365,0.09164202852804948,0.003250700724073887
3575.198019755855,0.10078133975482836,0.003219114732774937
3587.149892677652,0.10186984063323666,0.0032298656447923026
3599.1417206636297,0.10315893793601903,0.003165327397084441
3611.173637283412,0.09541972042096146,0.0030982950959474974
3623.2457765531435,0.10880102834551675,0.003015336327551244
3635.3582729369846,0.10762127357777451,0.002965344294771357
3647.511261348607,0.11513849232747188,0.002928668934630581
3659.7048771527016,0.14350974266700114,0.0029483422669678073
3671.9392561664827,0.1649252652007093,0.00297415864299947
3684.2145346612006,0.16863000670573045,0.002966436079576482
3696.5308493636576,0.16047555659163593,0.0029274742627490385
3708.8883374577335,0.15333177555257038,0.0029053870267955
3721.2871365859164,0.14406572613462826,0.0028459898953644984
3733.7273848508326,0.14277723519045363,0.002747968788265659
3746.2092208167815,0.1511122734294582,0.0026622213589004395
3758.7327835112833,0.13364192366189181,0.0025919660965146975
3771.298212426627,0.10412616278401902,0.0024734668615749773
3783.9056475214256,0.09740820817758652,0.002311694123894256
3796.555229222173,0.08556076589269491,0.0022358192919410785
3809.247098424805,0.08004214734737612,0.0022097796503783105
3821.981396496276,0.08705129960425566,0.0022078835367837584
3834.758265276125,0.098106249057034,0.0023157098067401356
3847.577847078064,0.12345632402860135,0.0024022448105762663
3860.4402846915605,0.1502795018253554,0.0024339508296588944
3873.3457213834213,0.16778951081594362,0.0024712089441430722
3886.294300899397,0.17681115942125059,0.002470519870736025
3899.2861674657775,0.18070359720363868,0.0024971567490736264
3912.3214657910025,0.19971895737349235,0.002538258410886523
3925.4003410672735,0.20793016922099034,0.0025627763596718007
3938.5229389721653,0.21698889055468806,0.00261722334702983
3951.689405670252,0.23298417156806703,0.0026760638465966173
3964.8998878147377,0.22777983014696623,0.0026921220782876363
3978.154532549086,0.22222180470677122,0.00261851958058414
3991.453487508664,0.20223778441862167,0.0024499407064616906
4004.796900822377,0.18582447146950282,0.0023396055199186453
4018.18492111433,0.17388306168551762,0.0022717283550848888
4031.617697505474,0.1647104297759629,0.002208686264089043
4045.0953796152735,0.17088968686894163,0.002221366630566644
4058.618117563371,0.17489014079931525,0.0022832973274081953
4072.1860619712556,0.16247459586564433,0.002272858287559565
4085.799363963945,0.15546647595468557,0.002167515585810305
4099.458175171663,0.14557148117394325,0.0020620545482444457
4113.162647731542,0.14042230654936047,0.0019826389586746623
4126.912934289301,0.13487105736059316,0.0019503052107462092
4140.709188000954,0.1363117955073089,0.0019434402851682105
4154.551562534517,0.14083754344345056,0.0019706792385086737
4168.440212071713,0.15489520088332542,0.002007349073111094
4182.3752913097,0.16945388555328197,0.002028555130294886
4196.356955462785,0.16037434780983112,0.002014118288087752
4210.385360264156,0.16044701388700106,0.001963074579000429
4224.460661967617,0.15270234493910517,0.0019287281395856284
4238.583017349324,0.15805555761094203,0.0019021903477726438
4252.752583709542,0.15625533390132362,0.001889740958814355
4266.969518874386,0.15754933288909095,0.0018638936706773968
4281.233981197582,0.16267538593316747,0.0018710404520007396
4295.5461295622345,0.17641579779835723,0.0018917660254895202
4309.906123382591,0.1766996174667102,0.0019103952293165062
4324.314122605823,0.17534017672518132,0.0019013542261393864
4338.770287713807,0.15615848743807226,0.001838041404618464
4353.274779724901,0.14166012935032055,0.0017580483206105614
4367.827760195754,0.12786818431718525,0.0017135340191552382
4382.429391223097,0.11521674134969109,0.001668709734374926
4397.079835445547,0.10570284332297081,0.00161159149885429
4411.779256045427,0.10367362598756949,0.0015899576990557967
4426.527816750571,0.1013116965218752,0.0015880659913990226
4441.32568183616,0.10680580082432167,0.001577793946462424
4456.17301612654,0.10978067119827703,0.0015912350221235806
4471.06998499707,0.11003972622576905,0.0015940876096554456
4486.01675437596,0.12298476597550104,0.0016136857159200807
4501.013490746111,0.1326344055515304,0.0016430962155689233
4516.060361146975,0.15256347765855166,0.0017044442826923728
